track_id,track_name,artist_name,genre,year,popularity,duration_ms,explicit,danceability,energy,key,key_name,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,duration_min
T00017,Never Fade Fire,Foo Fighters,rock,2015,44.0,270730,0,0.7615524966763875,0.8430953722945133,10,A#,-0.5449884895701421,0,0.08198595632293215,0.08513608594796354,0.11979577261283625,0.0932793522858577,0.354391359549735,151.14847017724753,4,4.51
T00018,Heart,Peter Tosh,reggae,1984,29.0,230527,0,0.7612038149044837,0.9352731490654721,3,D#,-9.93206303634393,1,0.06738923021438618,0.4335602468890483,0.07908347507834788,0.2207175376394614,0.7656335766039751,91.35565640180599,4,3.84
T00019,Fall Rain,Imagine Dragons,rock,1961,7.0,254730,0,0.4858404709779924,0.6411503495019503,10,A#,-3.678622499822297,1,0.039955482578157994,0.08801987125408146,0.0,0.2948304112906303,0.5643148175485941,121.70936389220218,3,4.25
T00020,Touch Always Today,Nicki Minaj,hip-hop,2009,31.0,210984,0,0.7836457471923052,0.571807958287302,0,C,-6.585041476865401,1,0.1538213535231612,0.0,0.03932271573847138,0.1996703334357357,0.9359099360785587,106.4105424017242,4,3.52
T00021,Found Fire Cry,Beyoncé,r&b,1967,63.0,178560,1,0.8661301730608154,0.5398903490619558,0,C,-2.371622533801275,1,0.15332034276864376,0.0,0.05781526760350269,0.15641073858222865,0.46278755682809497,105.0842725189939,4,2.98
T00022,Shout,Nirvana,rock,1990,57.0,173849,0,0.7020293379023947,0.7492330534381219,1,C#,-4.6314203784829004,1,0.0,0.0,0.045237971515056,0.08804898869325682,0.5798874970663211,145.49268106858673,4,2.9
T00023,Never Blue Fly,System of a Down,metal,1993,47.0,318829,0,0.6087916568581484,0.8922952712076175,3,D#,-3.3782067857656792,0,0.10638952699839269,0.18087981570701936,0.18074632631557877,0.1617788226751604,0.28015028431181804,146.4627225576711,3,5.31
T00024,Moon,Selena Gomez,pop,1972,18.0,185209,0,0.8786016816145352,0.5314621401407782,9,A,-5.9162445007145505,0,0.0712396747094013,0.13178578859573,0.021766344129691525,0.08641103361255843,0.91995500619844,88.71868300716247,4,3.09
T00025,Star,Tim McGraw,country,1961,8.0,161369,0,0.564451135908364,0.7342413312616033,5,F,-7.775319894818709,0,0.07630263949856976,0.4371971201053586,0.0,0.19413896083720594,0.8378825371193557,126.51625041496447,3,2.69
T00026,Cry Dance,Keb' Mo',blues,1994,40.0,234486,0,0.6047097381170038,0.5257368817079328,2,D,-6.954141086115108,0,0.08916436421462988,0.5985749428178454,0.16135096360006385,0.20210038416327591,0.41081738341910035,131.9755370397438,3,3.91
T00027,Run Touch Today,Green Day,rock,1965,29.0,198538,0,,1.0,4,E,-2.332359741325521,1,0.014100185923594341,0.03532264882100923,0.14639383374228593,0.2316542663618489,0.6917408748584453,94.1590979972957,3,3.31
T00028,Dreams,Foo Fighters,rock,1979,40.0,207187,0,0.6670143680101301,0.805294261849786,11,B,-3.387583572228193,1,0.02533338813300706,0.12129314542756245,0.004902035775682007,0.189494976919353,0.3514105045773479,123.57228316694012,3,3.45
T00029,Lost Moon Found,Arcade Fire,indie,1991,44.0,209294,0,0.6547049909716576,0.7385225206090709,3,D#,-8.513688486970889,1,0.07140064561085345,0.4976178185997075,0.0,0.11581406063389538,0.3845236538849358,106.04390602052038,4,3.49
T00030,Moon Gold Found,Modest Mouse,indie,1982,38.0,240566,0,0.5887262272405708,0.5007322867737213,0,C,-7.82772255456875,1,0.05380287983422225,0.2625983762469028,0.14820540665187298,0.10790236224913312,0.5838693028482345,145.5893004340464,3,4.01
T00031,Sun,Ludwig van Beethoven,classical,1988,44.0,182072,1,0.3054350577938571,0.5530913557080644,7,G,-12.142145241113385,1,0.04816087790243815,1.0,0.9940493858096078,0.0933440838622294,0.4731208033089871,82.04173395174884,4,3.03
T00032,Black Night Rise,Claude Debussy,classical,1968,43.0,473787,0,0.0876104275690193,0.2169093973983087,4,E,-23.390488028090147,0,0.0395042383818605,0.9141755975777159,1.0,0.06538578066025583,0.2633561209203344,99.51181359428622,4,7.9
T00033,Cry Rise Free,Kanye West,hip-hop,1964,35.0,224647,0,0.8981326900343704,0.7340291544034903,4,E,-5.172827013663227,1,0.11026541314333416,0.09177788110127887,0.04477387622115917,0.16386455389912677,0.5261861000903568,93.67499991574569,4,3.74
T00034,Always Dark Wild,The Weeknd,r&b,2015,74.0,243005,0,,0.5080749972455472,11,B,-6.199260920720253,1,0.036618978530870275,0.1569908339929059,0.04491399729389995,0.12003343604850945,0.520943865949273,100.75168950023587,4,4.05
T00035,Maybe Silver,Pantera,metal,1975,32.0,341594,0,0.634964519630182,0.8503264152650573,9,A,-1.1935096271430883,0,0.13205051418931885,0.16284393526781427,0.13722922023208434,0.19529756126165773,0.3044203346853609,151.0583421520778,4,5.69
T00036,Rain Stay,Pyotr Tchaikovsky,classical,1982,,507631,0,0.36453759495851473,0.4442357869038819,10,A#,-19.616441006667348,1,0.01816741487334225,0.9858424486849587,0.6389512616292262,0.0,0.22631377709558123,115.58154379995318,4,8.46
T00037,Found Always Soul,Bon Iver,folk,2016,29.0,286133,0,0.6601334769036963,0.5977856852076098,7,G,-8.790642018743268,1,0.006706136076099845,0.7933529773453388,0.027489191475913086,0.1395040688260902,0.5795261002715077,111.73507134457114,4,4.77
T00038,Shout Heart,John Coltrane,jazz,1999,19.0,228641,0,0.5239917895316217,0.3372144256407174,3,D#,-14.121030473489764,0,0.020285479073289127,0.5874641805453656,0.5887855801253096,0.23040465155178444,0.4575039548793952,88.5196619527762,4,3.81
T00039,Stay,Skrillex,electronic,2011,65.0,205815,0,0.7846773740869366,0.8257474003024297,7,G,-6.740727445071104,1,0.08613905217727476,0.052949385721935076,0.7043766972071618,0.1810812558760306,0.13909555179265642,,4,3.43
T00040,Touch Whisper Red,Luke Bryan,country,1991,72.0,248587,0,0.5724948302848356,0.34376946023172983,9,A,0.0,1,0.067296708891673,0.5967451570251925,0.005019279208872434,0.17490001236348288,0.3927213406702172,144.60373681400145,4,4.14
T00041,Forever,System of a Down,metal,2017,71.0,293093,0,0.15519035317638252,0.8513696491812469,5,F,-4.201578490345738,1,0.04382506615547938,0.03713254735758772,0.0,0.11040975265924592,0.2143187174319393,140.3273719359898,4,4.88
T00042,Soul Broken Lost,Chris Stapleton,country,2016,20.0,173516,0,0.5992027358683383,0.7975932966668031,5,F,-8.189045633461893,1,0.018882615370206312,0.5784686115904486,0.020778200873693174,0.13477290575331133,0.6316052461471428,104.49688437609126,4,2.89
T00043,Free Breathe,John Lee Hooker,blues,2013,45.0,208570,0,0.6441284578060475,0.5533229117939455,0,C,-10.240353716453098,1,0.031220212092367996,0.40707119387086954,0.034189009716862354,0.16180897776312386,0.47292578613668806,102.77154321146045,3,3.48
T00044,Kiss Whisper,Wilson Pickett,soul,2021,91.0,185785,0,,0.5002859860306754,6,F#,-6.497248437126858,0,0.04269686008295002,0.31415779297003854,0.0,0.24798521032431803,0.6286822286403709,104.09571402991554,4,3.1
T00045,Fly,Avicii,electronic,2022,69.0,158542,0,,0.9133012140388349,6,F#,-6.113432798643634,0,0.0,0.0,0.6339272049360127,0.10248284338342008,0.4128877151689926,122.35442996730426,4,2.64
T00046,Free Red,Bad Bunny,latin,1963,16.0,181108,0,0.7747136161082147,0.5988983800237543,6,F#,-3.828615775869716,0,0.15031464046072204,0.0767503961659257,0.004617778230806986,0.0996175691333796,0.602224583829676,105.71098006974621,4,3.02
T00047,Sun Never,Herbie Hancock,jazz,2013,65.0,246493,1,0.77206176940829,0.23757081739897296,4,E,-11.545082159148075,0,0.07160268190150404,0.6178787838291299,0.4720110198446873,0.16801490806344005,0.364126767573827,,3,4.11
T00048,Feel,Bob Marley,reggae,1985,48.0,199676,0,0.7515561713902638,0.5079015519179737,3,D#,-13.095311337944635,1,0.1280485568865578,0.4219574584804369,0.020438588069929535,0.1273539701582759,0.723466228534462,100.75400798645438,4,3.33
T00049,Blue,Stevie Ray Vaughan,blues,1981,40.0,258259,0,0.465645503775453,0.3603697675907768,5,F,-8.139176216327106,0,0.05286861337668178,0.5981588956341012,0.16924108198152113,0.11151840580820152,0.45288961535590755,105.21642667939662,3,4.3
T00050,Moon Fade Maybe,Alt-J,indie,2008,72.0,201476,0,0.5906195688993298,0.5501654503319038,9,A,-6.008992550367263,1,0.030812782009195117,0.30909860080935925,0.12978647035604032,0.07201245044281666,0.606556373221257,158.87247144047913,4,3.36
T00051,Love Gone,Peter Tosh,reggae,1965,48.0,295436,0,0.7521627584037538,0.5152473266227046,9,A,-5.56610638119969,1,0.05789416906611978,0.23775074184561035,0.014355523453031475,0.23710802549722892,0.8043708026877903,92.86974963849595,3,4.92
T00052,Shout Kiss,Claude Debussy,classical,2018,87.0,419383,0,0.22262108008964268,0.13064143560263,10,A#,-3.325488122299042,1,0.0327996862631982,0.9454365656354058,0.8433298394907454,0.03247065716209742,0.07983035519722989,139.8813293446755,4,6.99
T00053,Fly,Sergei Rachmaninoff,classical,2001,59.0,386465,0,0.3590274619061788,0.3060233244379526,4,E,-17.39942734452181,1,0.04886828112124237,0.7660245571843294,0.6890265810640362,0.11103300111430946,0.47958099975642515,102.50731797720945,4,6.44
T00054,Maybe Gold Touch,Miles Davis,jazz,2001,67.0,306598,1,0.48668698947464334,0.5813029822165138,7,G,-8.707317664152342,0,0.019757912494796647,0.5683984202842021,0.24327973251314497,0.014514332813423006,0.24535636665133256,153.23875798651534,4,5.11
T00055,Run Night,Arctic Monkeys,rock,2012,21.0,278620,0,0.4517830939549131,0.6697234982369396,11,B,-4.3930347334111275,0,0.010425648643941658,0.065096333327047,0.04946772362950101,0.23435512880886922,0.4530676703194726,107.49161984506222,4,4.64
T00056,White Maybe,Frédéric Chopin,classical,2007,91.0,317971,0,0.27311113094451694,0.14721689095099963,4,E,-21.441972041281417,1,0.03198084760767855,0.8813929291912946,0.8471049895467996,0.09133837528456344,0.8632047645849749,96.77655302043465,4,5.3
T00057,Rain,Beyoncé,r&b,1984,39.0,219754,0,0.5892895545399978,0.7466298722848346,1,C#,-7.137053170930912,1,0.10018508990694247,0.046310389123740074,0.0,0.15028895849179277,0.04131675573111294,66.74597352129692,4,3.66
T00058,Love Today,Gary Clark Jr.,blues,1996,59.0,285649,0,0.43894241545341717,0.7602724532108348,10,A#,-12.666383426675836,0,0.0342643920116068,0.5799009715277823,0.0,0.2489374561227918,0.618422110766543,135.43110189988317,4,4.76
T00059,Feel,Taylor Swift,pop,1997,30.0,162754,0,0.6259586225432098,0.7081582406186103,8,G#,-1.9706261314745626,1,0.022505772711067157,0.029149276283248673,0.0,0.013115457955211986,0.637913326130683,142.6959586401996,4,2.71
T00060,Heart Feel,Zac Brown Band,country,1966,47.0,226974,0,0.44433708264760957,0.6927211941614767,2,D,-7.362297717022374,0,0.056330524016078555,0.03771058881744168,0.04392912736580076,0.1422629510503686,0.42793559712555757,151.58629527571856,3,3.78
T00061,Shout Sun Smile,J. Cole,hip-hop,1998,54.0,157964,0,0.7775233399490742,0.6097141912536115,9,A,-4.798365155491895,0,0.17818569659907282,0.18722572844137722,0.0,0.04980868341698727,0.7922879573436492,133.79431169179531,4,2.63
T00062,Forever,H.E.R.,r&b,1999,38.0,225913,1,0.8029155637325643,0.6367116978895652,6,F#,-8.062046444239197,1,0.0,0.4531664222247608,0.06057480260072522,0.04042961232850089,0.5660853521764976,115.72305574312823,3,3.77
T00063,Sun,Travis Scott,hip-hop,1969,24.0,287846,0,0.7958846690317034,0.47787620394093855,2,D,-8.507147435817373,0,0.13162222111357313,0.04015609525829463,0.09706559598500673,0.1801776871441173,0.6545839617758774,67.56772564891345,4,4.8
T00064,Stay,Taj Mahal,blues,1989,1.0,338540,0,0.46416422198187873,0.634037185529079,0,C,-9.104965471490885,1,0.08447819978857028,0.9108152168883831,0.07039401002753501,0.12968235748741128,0.3463851912772007,112.44019629290723,4,5.64
T00065,Silver Run Rise,Joni Mitchell,folk,1978,32.0,283228,0,0.45195423677800184,0.5399685144134533,4,E,-10.678735657026028,0,0.06288270405232836,0.8173068513220586,0.0,0.034452168869007566,0.6158671196866993,92.41994316528829,4,4.72
T00066,Red Whisper Star,Buddy Guy,blues,2024,63.0,186162,1,0.605979044793104,0.6796936870665546,5,F,-8.185263488413879,1,0.06288854657397758,0.43737017193744354,0.0,0.22076876871631113,0.6001059878188028,119.18360158456873,4,3.1
T00067,Fall,Mumford & Sons,folk,1962,32.0,216948,0,0.47440731488410504,0.6154883325042171,9,A,-6.166219512285505,1,0.0500206668703469,0.8095731342624298,0.0,0.05660121006182892,0.5055251607323813,103.62189671672704,4,3.62
T00068,Red Always,Alt-J,indie,2015,71.0,303420,0,0.723637346122448,0.6235865731813889,2,D,-10.051865350301117,1,0.04164567978550848,0.32272804253908144,0.20675569547481246,0.2252384300052281,0.686368907893727,91.2599132853345,4,5.06
T00069,Soul Red,Herbie Hancock,jazz,2023,33.0,125968,0,0.517663435616416,0.24818156098401253,11,B,-16.203647831312747,1,0.023904261666793502,0.7587315883960707,0.27490987797784283,0.0793884106916504,0.23345218000105353,93.18423431572474,3,2.1
T00070,Shout Dance,Culture,reggae,1960,20.0,338212,0,0.7987457918781267,0.5286011155774492,8,G#,-7.2770783902304546,1,0.08665808832852225,0.14281891698127816,0.06294458477104303,0.1993961011206519,0.6725804435521351,86.74819492166604,3,5.64
T00071,Whisper Moon Today,Avicii,electronic,1976,23.0,270617,0,0.7520860482752532,0.8755376816806908,8,G#,-3.402938122984799,1,0.014792893789636254,0.03823195730622945,0.43798021948702925,0.17775439029084844,0.43788331064380903,123.0403095367353,4,4.51
T00072,Lost Dance Today,Katy Perry,pop,1971,0.0,260306,0,0.74029230208513,0.4981107062003322,6,F#,-4.182911454654339,1,0.07143461562899621,0.07646535714187368,0.002245968801280319,0.15341197529909176,0.8321257801995092,144.9381650964328,4,4.34
T00073,Broken Heart Gold,Johannes Brahms,classical,1991,51.0,580844,0,0.17426596995711555,0.38609210038710157,7,G,-23.22133945286107,1,0.019391732041659036,0.8791721925449951,0.9333713237015847,0.0,0.22887691754704115,69.77273605856435,4,9.68
T00074,Lost Run,Chet Baker,jazz,1960,18.0,405236,0,0.5618269787551573,0.671604879088324,4,E,-7.733301241643384,1,0.056409643623947285,0.7181309661384618,0.6271758951457269,0.23072740311072978,0.6551070733586736,106.0176977303235,4,6.75
T00075,Free Sun Gone,Chet Baker,jazz,2008,18.0,373597,1,0.5376674528892896,0.40556119576832445,8,G#,-11.986340995286358,1,0.04800824058476874,0.6989911035123051,0.45456313869650006,0.1574286352430667,0.39995938228973205,97.76149197299085,4,6.23
T00076,Run,Buddy Guy,blues,1979,33.0,263951,0,0.4140143859020081,0.6395504279232666,7,G,-9.285886597160856,1,0.05748151051132266,0.3945999177084599,0.10191503276639388,0.35774532797634745,0.5661871526053935,153.2650944661092,4,4.4
T00077,Never Soul,Ariana Grande,pop,1979,20.0,211013,0,0.7608512348377425,0.657635312676429,6,F#,-5.244394605266435,1,0.09860059844252919,0.17095671232413936,0.0,0.09639076926129045,0.5393001265039431,112.55564081546939,4,3.52
T00078,Sun Soul,Claude Debussy,classical,2022,75.0,506253,0,0.456552402923434,0.2721099686712415,10,A#,-24.12739690278428,1,0.034400144500533324,0.7351986099583756,0.5861432852055901,0.06987674653884333,0.3000640851952243,151.4347120832177,3,8.44
T00079,White Wild,Peter Tosh,reggae,1981,17.0,211565,0,0.824843505975377,0.5277587221544435,7,G,-8.516417921078322,1,0.14640547813792967,0.38865745032250065,0.0,0.23183108310082734,0.5079562056899841,78.85409699692032,4,3.53
T00080,Dance,Nicky Jam,latin,1983,52.0,254874,0,0.6798768460647645,0.864376460407326,9,A,-4.214554480264912,1,0.12848836401161018,0.22112704156532448,0.03827012876615136,0.17133959920121206,0.6876773232411146,121.75943747382192,4,4.25
T00081,Sometimes Kiss,Deadmau5,electronic,1992,55.0,154515,0,0.8393123653615598,0.7169282497198476,10,A#,-5.528578062779937,0,0.04051706394690419,0.0,0.14251864098299424,0.08555005552193785,0.5410420282631648,292.8134954543436,4,2.58
T00082,Fade Moon,Dave Brubeck,jazz,2014,98.0,295705,0,0.4264579880142264,0.2232551122865363,4,E,-15.867904572516853,0,0.05571600317301664,0.2832194353028553,0.5401036640360743,0.22254575617849648,0.46858486253516624,54.40301683427608,4,4.93
T00083,Fire Whisper Dance,Black Sabbath,metal,1997,,291724,0,,0.9314933267198371,9,A,-4.963754171260434,1,0.06655446218066545,0.042259613990076265,0.07962208024779166,0.1638889229594263,0.6172437635638051,123.09203330064547,4,4.86
T00084,Sometimes Broken Forever,Toots and the Maytals,reggae,2005,47.0,265406,0,0.6743056808173762,0.607258278135616,9,A,-5.762016949930669,1,0.10792893254454361,0.30834825178882436,0.0011837933376655685,0.19147883083373998,0.8899033154879004,89.24633682912769,3,4.42
T00085,Dark,H.E.R.,r&b,2006,65.0,246654,1,0.7950145470998831,0.5562456248118003,0,C,-7.82324559386555,1,0.10022746980453727,0.5255509833847922,0.0052191353271108,0.05778966271908894,0.7571100808116135,106.42149803239664,4,4.11
T00086,Silver Black,Arcade Fire,indie,2024,21.0,269123,0,0.7573051804120854,0.6523588403608839,8,G#,-7.302330632184162,0,0.0348524692515331,0.3781628756368667,0.0,0.006513274089792819,0.48760069563364006,120.1605638809287,4,4.49
T00087,Star,The Killers,rock,2010,22.0,253978,0,0.44180791047573137,0.6638193138604528,3,D#,-3.55181348893329,0,0.03281694726354423,0.2580829212966642,0.0,0.2340398593412778,0.8603126784554244,127.89216149125347,4,4.23
T00088,Shout,Charlie Parker,jazz,2008,4.0,266644,0,0.40493247581885644,0.4974964240124891,9,A,-9.82559938162227,0,0.039488918580171097,0.48993896923091595,0.1820941580154871,0.2972729019259365,0.638925433530893,121.51684414559767,4,4.44
T00089,Broken,Dave Brubeck,jazz,1968,25.0,159969,1,0.5082239794625641,0.3113318342273139,3,D#,-14.832315464776565,0,0.01508467881800602,0.5826310445739616,0.551823281202771,0.29077204502817006,0.6074602015951984,124.35700138943265,3,2.67
T00090,Maybe Kiss Gone,H.E.R.,r&b,1972,45.0,212775,0,0.7076821891060255,0.4260409330973716,1,C#,-7.371630336019648,1,0.16503798953171556,0.0020785341876348334,0.0028753935613634995,0.18951552194794452,0.6993280275004852,92.099894669419,4,3.55
T00091,Wild Rain Run,Modest Mouse,indie,1972,17.0,242177,0,0.6967001097864257,0.7457411142366417,10,A#,-10.152844343396282,0,0.04759452373880248,0.48779816063100745,0.06360298456768619,0.11384953762562788,0.4620954779504189,124.52780120052104,4,4.04
T00092,Rise,Ray Charles,soul,2007,28.0,215114,0,0.723264007721558,0.5903140103869701,1,C#,-1.7348758856578175,1,0.08994030329578956,0.4874491512053722,0.033859539035919706,0.0,0.5941543342568962,69.03238767842207,4,3.59
T00093,Heart,Arctic Monkeys,rock,1962,35.0,273333,0,0.6273121791411163,0.8476569152594927,10,A#,0.0,1,0.02248520584411892,0.06360391203980788,0.09377727504456033,0.1675289891542736,0.3828715632778839,151.46174690820627,4,4.56
T00094,Broken,Kygo,electronic,1989,,269725,0,0.8884420746366387,0.938703030556038,3,D#,-5.628276693185986,0,0.059079063957170996,0.16434020726107673,0.20609638209439365,0.08474344899883852,0.6649714399652533,116.56995087269516,4,4.5
T00095,Fire Broken,Imagine Dragons,rock,1961,25.0,288039,0,0.7222217859028063,0.8764402987893266,2,D,-2.411507669462757,1,0.06709850916024147,0.0,0.13375361021200097,0.22771730190280595,0.5639991133413835,96.30429210359075,4,4.8
T00096,Dreams Yesterday Always,Foo Fighters,rock,2017,58.0,170460,0,0.5292313810859357,0.8215579047581467,7,G,-5.597404369223756,1,0.02025822951631079,0.23945050632249723,0.0,0.0,0.3026704843588637,101.19898234811411,4,2.84
T00097,Heart Soul,Bob Dylan,folk,2021,27.0,172162,0,0.41598609521539903,0.6107597838019754,0,C,-10.05980618573743,1,0.06252234052030761,0.527061380536798,0.0547313697817938,0.10366045798773903,0.796116061752922,71.5162768949931,4,2.87
T00098,Fade Maybe,The Killers,rock,2001,41.0,227183,0,0.6727084518411569,1.0,4,E,-3.73949724012031,1,0.07276785769360296,0.1394754341665286,0.11827324470242462,0.19249531391755006,0.7491691073318932,141.2781824010472,4,3.79
T00099,Fade Red Stay,John Lee Hooker,blues,2017,68.0,325725,0,0.6053073276440479,0.5459576167709541,7,G,-7.809484002453584,0,0.031476601626227056,0.2728309724473494,0.17709007319343095,0.008789683891513978,0.2789373270416877,92.58854767476488,4,5.43
T00100,Wild Broken Touch,Duke Ellington,jazz,2020,80.0,339642,1,0.3621015127754028,0.42304402200035707,10,A#,-18.371974934126676,1,0.027972647120975726,0.621075101229192,0.01649362627044887,0.2119781934142537,0.6490093778244194,90.79138862840912,4,5.66
T00101,Fire Silver Whisper,Daddy Yankee,latin,1975,6.0,229989,0,0.7739884666551987,0.6621036744805829,10,A#,-4.69761556734622,1,0.11919857762734312,0.19670584903738836,0.06824613582682366,0.12012407323822258,0.7095532590477424,112.07941999869914,3,3.83
T00102,Rise Gold,System of a Down,metal,1979,39.0,408708,0,0.30073641175304583,0.8584256881322456,2,D,-5.170694106519514,0,0.04306037503024526,0.022303019302478334,0.3071613109010601,0.20510947460014217,0.24223891016462037,167.37310942361103,4,6.81
T00103,Maybe Blue,Curtis Mayfield,soul,1963,29.0,231003,0,0.5765089585522201,0.5575070830262415,9,A,-13.055932816285821,1,0.06803253673093386,0.5935094843448568,0.0,0.31135442430451693,0.6616368100741317,127.04251987727058,4,3.85
T00104,Rain Free Gone,Ariana Grande,pop,2011,44.0,169557,0,0.6396325432030269,0.8766940166532882,2,D,-6.663361827897288,1,0.044834890360500514,0.21827796950223302,0.04256793246257076,0.11574937479283468,0.8516551221114661,109.69617637438009,4,2.83
T00105,Shout,Charlie Parker,jazz,2001,22.0,194465,1,0.4562957729163638,0.35891514633496224,11,B,-3.52857620149644,1,0.04217085352056877,0.7402746129678446,0.6077657284970133,0.22626263353811024,0.5560225787786145,99.45454248734022,3,3.24
T00106,White,H.E.R.,r&b,2014,83.0,175519,0,0.8672572386837702,0.6302822811239254,10,A#,-6.076597939909805,1,0.11693779962231846,0.29816576775304116,0.02304021565649646,0.06555284848444436,0.39309786596348645,99.10769475747671,4,2.93
T00107,Rain Broken,Mumford & Sons,folk,1999,,192541,0,0.4631863528554355,0.6376811369572679,7,G,-6.318849820089544,0,0.05560156359433166,0.3967140752813151,0.05583974047786861,0.1460149670084949,0.3013821718492468,102.3896361762976,4,3.21
T00108,Touch Always White,John Coltrane,jazz,2023,70.0,106239,0,0.4960249085738738,0.4317036196343348,0,C,-16.413466424695493,1,0.0032758925379340687,0.44280210789841007,0.017191761610555467,0.23079913269125438,0.6774595618039463,138.9175579198646,3,1.77
T00109,Silver Rise,Ludwig van Beethoven,classical,1969,25.0,323931,0,0.30312668772486745,0.3101566768967657,7,G,-14.402435320311039,1,0.04166302747236789,0.9263972282923459,0.7973695352491245,0.13410646037536925,0.39972090894953755,83.45474354158624,4,5.4
T00110,Soul Alive Blue,Kanye West,hip-hop,2006,0.0,234523,0,0.8229207874856324,0.5421838421850755,7,G,-2.2195849019653733,1,0.2174973041254856,0.2285895565831578,0.053734911643997636,0.1972436409440201,0.5550726083264431,94.83585806040433,4,3.91
